iter	RMSE
137	0.05631533681
138	0.05631360955
139	0.05631165111
140	0.05630924961
141	0.05630552567
142	0.05630138556
143	0.05630005879
144	0.05629763283
145	0.05629662087
146	0.05629388459
147	0.05629149704
148	0.0562897276
149	0.05628721647
150	0.05628428212
151	0.05628115054
152	0.05627663099
153	0.05627310683
154	0.05627081149
155	0.05626930068
156	0.05626527021
157	0.05626308745
158	0.05626116195
159	0.05625822916
160	0.05625587212
161	0.05625496709
162	0.0562518423
163	0.05624892653
164	0.05624619231
165	0.05624475525
166	0.05624277202
167	0.05623950177
168	0.05623799603
169	0.05623607607
170	0.05623468205
171	0.05623255953
172	0.05623072815
173	0.05622885015
174	0.05622651827
175	0.05622458826
176	0.05622282288
177	0.05622111773
178	0.05621978111
179	0.05621893488
180	0.05621711978
181	0.05621522189
182	0.05621290441
183	0.05621172975
184	0.05621078881
185	0.05620709955
186	0.0562041853
187	0.05620225238
188	0.05620065164
189	0.05619960398
190	0.05619768336
191	0.05619291614
192	0.05619098858
193	0.05618883884
194	0.05618771293
195	0.05618636956
196	0.05618556949
197	0.05618381302
198	0.05618200556
199	0.05617995204
200	0.05617907494
201	0.0561767137
202	0.05617503294
203	0.05617360879
204	0.05617218247
205	0.05617087801
206	0.05616947816
207	0.05616797577
208	0.05616700981
209	0.05616548498
210	0.05616343656
211	0.05616070608
212	0.05615955941
213	0.05615844104
214	0.05615721278
215	0.05615626019
216	0.05615525958
217	0.05615322469
218	0.05615217912
219	0.05615032224
220	0.05614859765
221	0.0561471218
222	0.05614583177
223	0.05614407741
224	0.05614298238
225	0.05614165543
226	0.05614076067
227	0.05613981935
228	0.05613741222
229	0.05613675451
230	0.05613575962
231	0.05613350378
232	0.05613197618
233	0.05613016647
234	0.05612918756
235	0.05612821671
236	0.05612713152
237	0.05612539823
238	0.05612453975
239	0.05612285419
240	0.05612179408
241	0.05611790325
242	0.05611572549
243	0.05611424834
244	0.05611321977
245	0.05611239237
246	0.05611178631
247	0.05611101313
248	0.05610944451
249	0.05610855472
250	0.05610793254
251	0.05610702551
252	0.05610480342
253	0.05610317101
254	0.05610233134
255	0.05610105984
256	0.05609954195
257	0.05609866672
258	0.0560978671
259	0.05609723919
260	0.05609529555
261	0.05609413341
262	0.05609319334
263	0.05609237993
264	0.05609138741
265	0.05608981599
266	0.05608785042
267	0.05608739694
268	0.05608662985
269	0.05608574954
270	0.05608489291
271	0.05608292775
272	0.05608211433
273	0.05608096429
274	0.05607996073
275	0.05607825575
276	0.05607632002
277	0.05607548349
278	0.05607413671
279	0.05607355499
280	0.05607279617
281	0.0560700544
282	0.05606936126
283	0.05606862463
284	0.05606725132
285	0.05606646971
286	0.05606539124
287	0.05606378391
288	0.05606311369
289	0.05606257431
290	0.0560616873
291	0.05606032686
292	0.05605995813
293	0.05605938091
294	0.05605690628
295	0.05605581332
296	0.05605365797
297	0.05605169547
298	0.05605079667
299	0.05604961456
300	0.05604820389
301	0.0560472787
302	0.05604667058
303	0.05604604908
304	0.0560456443
305	0.05604443574
306	0.05604391688
307	0.05604269839
308	0.05604195366
309	0.05604114479
310	0.05604048925
311	0.05603938663
312	0.05603876865
313	0.05603791911
314	0.05603704035
315	0.05603627509
316	0.05603534879
317	0.05603458335
318	0.05603313789
319	0.0560323342
320	0.05603108189
321	0.05603040363
322	0.05602978741
323	0.05602918909
324	0.05602849449
325	0.05602783653
326	0.05602584814
327	0.05602449604
328	0.05602379346
329	0.05602294259
330	0.05602209122
331	0.05602146613
332	0.05602077445
333	0.05602001577
334	0.05601929691
335	0.0560184892
336	0.0560178183
337	0.05601752243
338	0.05601674585
339	0.05601589646
340	0.05601517552
341	0.05601440382
342	0.05601355406
343	0.05601226304
344	0.05601152792
345	0.05601089479
346	0.05600894589
347	0.05600843167
348	0.05600758324
349	0.05600675584
350	0.05600587631
351	0.05600463684
352	0.0560039743
353	0.05600338472
354	0.05600307331
355	0.0560022994
356	0.05600169742
357	0.05600069495
358	0.05599999584
359	0.05599945395
360	0.05599871029
361	0.05599795568
362	0.05599672049
363	0.05599590036
364	0.05599465662
365	0.05599406514
366	0.05599324673
367	0.055992596
368	0.05599216907
369	0.05599116617
370	0.05599016063
371	0.05598952232
372	0.05598898812
373	0.05598823702
374	0.05598726484
375	0.05598605283
376	0.05598553221
377	0.05598469026
378	0.05598380731
379	0.05598337708
380	0.05598265807
381	0.05598158536
382	0.05598079271
383	0.05597971819
384	0.05597810854
385	0.05597648553
386	0.05597561729
387	0.05597439866
388	0.05597350292
389	0.05597250976
390	0.05597162287
391	0.05597063908
392	0.05597013483
393	0.0559695085
394	0.05596717013
395	0.05596638174
396	0.05596507902
397	0.05596444814
398	0.05596291658
399	0.05596207339
400	0.0559609629
401	0.05595996924
402	0.05595902792
403	0.05595840378
404	0.05595817327
405	0.05595665573
406	0.0559559801
407	0.05595513135
408	0.05595435251
409	0.05595348044
410	0.05595305895
411	0.05595238929
412	0.05595189957
413	0.05595122868
414	0.05595008225
415	0.0559493505
416	0.05594898415
417	0.05594861751
418	0.05594798624
419	0.05594361813
420	0.05594319834
421	0.05594267922
422	0.0559419152
423	0.05594136047
424	0.0559404793
425	0.05593991404
426	0.05593923554
427	0.05593829373
428	0.05593761985
429	0.05593703448
430	0.05593639482
431	0.05593564217
432	0.05593505562
433	0.05593414479
434	0.05593354722
435	0.05593291195
436	0.05593221067
437	0.05593154746
438	0.05593101617
439	0.05593054164
440	0.05592910611
441	0.05592889206
442	0.05592761039
443	0.05592660936
444	0.05592599477
445	0.055924988
446	0.05592424991
447	0.05592342609
448	0.05592272774
449	0.05592179876
450	0.05592026572
451	0.05591889238
452	0.05591837441
453	0.05591758112
454	0.05591636378
455	0.05591582492
456	0.05591538461
457	0.0559148363
458	0.05591403842
459	0.05591320456
460	0.05591242871
461	0.05591169713
462	0.05591086691
463	0.05590995546
464	0.05590970097
465	0.05590926713
466	0.0559074218
467	0.05590659115
468	0.05590590812
469	0.05590440508
470	0.05590385752
471	0.05590354166
472	0.05590290052
473	0.05590237665
474	0.05590180883
475	0.05590086897
476	0.05589986736
477	0.05589917658
478	0.05589822868
479	0.05589746505
480	0.05589623536
481	0.05589514989
482	0.05589374402
483	0.05589293677
484	0.05589224924
485	0.0558917833
486	0.05589130582
487	0.0558905738
488	0.05588952045
489	0.0558888746
490	0.05588835988
491	0.05588754957
492	0.05588588549
493	0.05588548501
494	0.05588491264
495	0.0558845319
496	0.05588408214
497	0.05588358979
498	0.05588263937
499	0.05588192921
500	0.05588122375
501	0.05588043062
502	0.05587969777
503	0.05587918067
504	0.0558778138
505	0.05587701747
506	0.05587640368
507	0.05587609517
508	0.05587527023
509	0.05587474033
510	0.05587360338
511	0.0558730276
512	0.05587260137
513	0.05587188241
514	0.05587094387
515	0.05587019188
516	0.05586926449
517	0.05586882261
518	0.05586840499
519	0.05586817782
520	0.05586734971
521	0.05586689088
522	0.05586653404
523	0.05586590998
524	0.05586535971
525	0.05586469882
526	0.05586447609
527	0.05586381805
528	0.0558633079
529	0.05586253423
530	0.05586200469
531	0.055861595
532	0.05586034049
533	0.05585964187
534	0.05585908683
535	0.05585854181
536	0.0558571711
537	0.05585657192
538	0.05585611021
539	0.05585552424
540	0.05585493155
541	0.0558544286
542	0.05585365847
543	0.05585342308
544	0.05585276754
545	0.05585223865
546	0.0558517785
547	0.05585120749
548	0.05585061807
549	0.05584967618
550	0.05584900742
551	0.05584856364
552	0.05584777312
553	0.05584632387
554	0.05584566825
555	0.0558445467
556	0.05584387498
557	0.05584320926
558	0.05584267504
559	0.05584216648
560	0.05584164015
561	0.05584112389
562	0.05584071695
563	0.05584001906
564	0.05583943717
565	0.05583865496
566	0.05583806633
567	0.05583696349
568	0.05583617363
569	0.05583466685
570	0.0558339959
571	0.05583362887
572	0.0558331577
573	0.05583249025
574	0.05583176626
575	0.05583112766
576	0.05583070401
577	0.05583037008
578	0.05582990926
579	0.05582947432
580	0.05582892514
581	0.05582823693
582	0.05582778235
583	0.05582753363
584	0.05582726226
585	0.05582601635
586	0.05582543716
587	0.05582489055
588	0.05582374501
589	0.05582335633
590	0.05582287419
591	0.05582241172
592	0.05582174087
593	0.05582125201
594	0.05582071468
595	0.05582022625
596	0.05581960953
597	0.0558189329
598	0.05581777104
599	0.05581731961
600	0.05581392737
601	0.05581334453
602	0.05581289779
603	0.05581242315
604	0.05581189468
605	0.05581133609
606	0.05581080314
607	0.0558101829
608	0.05580961067
609	0.05580900759
610	0.05580855877
611	0.05580801337
612	0.05580750523
613	0.05580711549
614	0.0558056244
615	0.05580496598
616	0.05580465951
617	0.05580441976
618	0.05580383578
619	0.05580279687
620	0.05580225725
621	0.05580174616
622	0.0558008398
623	0.05580052934
624	0.05579999393
625	0.05579940423
626	0.05579912936
627	0.05579856925
628	0.0557981048
629	0.05579758277
630	0.05579714732
631	0.05579617026
632	0.05579565866
633	0.05579504398
634	0.05579431116
635	0.055793622
636	0.05579259709
637	0.05579228605
638	0.0557913745
639	0.05579082274
640	0.05578990118
641	0.0557894915
642	0.05578867887
643	0.05578819238
644	0.05578754063
645	0.05578682293
646	0.05578598995
647	0.05578569429
648	0.05578467781
649	0.05578348961
650	0.05578290091
651	0.05578249278
652	0.05578184032
653	0.05578140507
654	0.05578095745
655	0.05578045433
656	0.05577991643
657	0.05577934098
658	0.05577891921
659	0.05577846241
660	0.05577797017
661	0.05577729783
662	0.05577635651
663	0.05577553171
664	0.05577510326
665	0.05577466511
666	0.05577410778
667	0.05577381174
668	0.05577313796
669	0.05577250979
670	0.05577181169
671	0.05577144514
672	0.05577073796
673	0.05577031471
674	0.05576935216
675	0.05576885735
676	0.05576775715
677	0.0557671369
678	0.05576688173
679	0.05576641849
680	0.0557659786
681	0.05576560901
682	0.05576515689
683	0.05576460289
684	0.0557638951
685	0.05576318263
686	0.05576260296
687	0.05576223721
688	0.05576183704
689	0.05576156973
690	0.05576102018
691	0.05575993967
692	0.05575951646
693	0.05575901047
694	0.05575852898
695	0.05575804907
696	0.05575755581
697	0.05575663966
698	0.05575603473
699	0.05575568651
700	0.05575540414
701	0.05575447146
702	0.0557539667
703	0.0557533841
704	0.05575278805
705	0.05575252222
706	0.05575192468
707	0.05575122351
708	0.05575071334
709	0.05575027998
710	0.05574995194
711	0.05574936571
712	0.05574904408
713	0.05574858558
714	0.05574564689
715	0.05574507668
716	0.05574457258
717	0.05574313749
718	0.05574264068
719	0.05574163642
720	0.05574118167
721	0.0557404855
722	0.05573969842
723	0.05573922995
724	0.0557388769
725	0.05573844545
726	0.05573806786
727	0.05573772486
728	0.05573744463
729	0.0557369756
730	0.05573598724
731	0.05573536023
732	0.05573453271
733	0.05573379707
734	0.05573315901
735	0.05573244842
736	0.0557314694
737	0.05573090797
738	0.05573063741
739	0.0557299301
740	0.05572942826
741	0.05572869737
742	0.05572793097
743	0.05572739631
744	0.05572666845
745	0.05572601081
746	0.0557252749
747	0.05572479596
748	0.05572404198
749	0.05572360103
750	0.05572318105
751	0.05572295755
752	0.05572206482
753	0.05572187086
754	0.0557210702
755	0.0557206016
756	0.05571994196
757	0.05571928872
758	0.05571861243
759	0.05571795059
760	0.05571740552
761	0.05571708492
762	0.05571660849
763	0.05571627976
764	0.05571580478
765	0.05571535185
766	0.0557145727
767	0.05571399713
768	0.05571294052
769	0.05571250336
770	0.05571137294
771	0.05571106682
772	0.05571079409
773	0.05571038584
774	0.05570997433
775	0.05570915469
776	0.05570869127
777	0.05570789992
778	0.05570750549
779	0.05570682133
780	0.05570623647
781	0.05570588315
782	0.0557053507
783	0.05570469207
784	0.0557042656
785	0.05570367837
786	0.05570324714
787	0.05570277673
788	0.05570221359
789	0.05570171602
790	0.05570128287
791	0.05570067195
792	0.05569995776
793	0.05569949588
794	0.05569906843
795	0.05569853148
796	0.05569820122
797	0.05569762911
798	0.0556971387
799	0.05569485282
800	0.05569427589
801	0.05569374552
802	0.05569334136
803	0.05569273639
804	0.0556922097
805	0.05569162889
806	0.05569092526
807	0.05569027087
808	0.05568980835
809	0.055689289
810	0.05568794854
811	0.05568747456
812	0.05568692929
813	0.05568646408
814	0.05568593534
815	0.05568570107
816	0.05568534494
817	0.0556847823
818	0.05568425472
819	0.05568383405
820	0.05568319383
821	0.05568274641
822	0.05568211396
823	0.05568167044
824	0.0556806967
825	0.05568032914
826	0.05567970039
827	0.05567937808
828	0.05567883984
829	0.05567827608
830	0.05567779351
831	0.05567730184
832	0.05567646044
833	0.0556754836
834	0.05567511274
835	0.05567466716
836	0.05567418462
837	0.05567369905
838	0.05567309474
839	0.05567276363
840	0.05567181417
841	0.05567131986
842	0.05567084047
843	0.05567018801
844	0.05566967181
845	0.05566927072
846	0.05566870641
847	0.05566831103
848	0.05566784692
849	0.05566731469
850	0.05566692442
851	0.05566635402
852	0.05566619138
853	0.05566562548
854	0.05566543011
855	0.05566476907
856	0.05566426207
857	0.05566369525
858	0.05566332159
859	0.05566296394
860	0.05566258129
861	0.05566194065
862	0.05566133744
863	0.05566109682
864	0.05566067397
865	0.0556602181
866	0.05565977596
867	0.0556594319
868	0.05565919624
869	0.05565838155
870	0.05565777895
871	0.05565723252
872	0.05565682803
873	0.05565632023
874	0.05565588845
875	0.05565531632
876	0.05565454093
877	0.05565364992
878	0.05565323066
879	0.05565290483
880	0.05565235321
881	0.0556520149
882	0.05565142413
883	0.0556510385
884	0.05565070004
885	0.05565013509
886	0.05564958431
887	0.0556489369
888	0.05564848724
889	0.05564808689
890	0.05564783098
891	0.05564684374
892	0.0556463276
893	0.05564557916
894	0.05564453724
895	0.05564424009
896	0.05564391009
897	0.05564344192
898	0.05564264184
899	0.05564196885
900	0.05564129112
901	0.0556406248
902	0.05564026053
903	0.05563973348
904	0.05563926852
905	0.05563896822
906	0.0556385261
907	0.05563784909
908	0.05563755037
909	0.0556373358
910	0.05563695677
911	0.05563622404
912	0.05563582228
913	0.05563537939
914	0.05563511429
915	0.0556347883
916	0.05563454214
917	0.05563421059
918	0.05563363187
919	0.05563326828
920	0.05563267431
921	0.05563216593
922	0.05563143395
923	0.05563104948
924	0.05563060236
925	0.0556299811
926	0.0556289508
927	0.05562809655
928	0.05562762618
929	0.05562706876
930	0.05562656754
931	0.05562634549
932	0.05562584341
933	0.05562556679
934	0.05562516282
935	0.05562463914
936	0.05562390537
937	0.05562344583
938	0.0556228
939	0.05562250217
940	0.05562183367
941	0.0556213412
942	0.05562091519
943	0.05562050105
944	0.05561975094
945	0.05561926074
946	0.05561888104
947	0.055618177
948	0.05561715019
949	0.05561689152
950	0.05561609604
951	0.0556155873
952	0.05561504496
953	0.05561467801
954	0.05561411493
955	0.05561357433
956	0.05561306102
957	0.0556126091
958	0.05561221611
959	0.05561148733
960	0.05561120215
961	0.0556107514
962	0.05561024354
963	0.05560940136
964	0.05560879046
965	0.05560747984
966	0.05560714248
967	0.05560662845
968	0.05560622642
969	0.05560600428
970	0.05560536025
971	0.05560500485
972	0.05560461721
973	0.05560403322
974	0.05560358265
975	0.05560314321
976	0.0556024189
977	0.05560186278
978	0.05560140432
979	0.05560112112
980	0.05560079292
981	0.05560043952
982	0.0556000867
983	0.05559950962
984	0.05559911316
985	0.05559836129
986	0.05559772155
987	0.05559731945
988	0.05559669735
989	0.05559641566
990	0.05559608833
991	0.0555953245
992	0.05559456449
993	0.05559404083
994	0.05559353358
995	0.05559314462
996	0.0555927692
997	0.05559199282
998	0.0555915844
999	0.05559091932
